Rent,Deposit,Furnishing,Size,Preferred Tenants,Available From,Build Up,Area,Parking
30000.0,250000,Semi Furnished,2 BHK,Family,10-Dec-24,700 sqft,banashankari,2w
12000.0,120000,Semi Furnished,2 BHK,All,Ready to Move,"1,000 sqft",banashankari,2w
21000.0,200000,Semi Furnished,2 BHK,All,Ready to Move,900 sqft,banashankari,2w
16000.0,150000,Semi Furnished,1 BHK,Family,Ready to Move,602 sqft,banashankari,2w
30800.0,330000,Fully Furnished,3 BHK,All,01-Dec-24,900 sqft,banashankari,2w
20000.0,180000,Fully Furnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,2w
38000.0,380000,Unfurnished,3 BHK,Family,Ready to Move,"1,700 sqft",banashankari,2w
38500.0,150000,Semi Furnished,3 BHK,All,Ready to Move,"1,200 sqft",banashankari,2w
61000.0,500000,Semi Furnished,3 BHK,Family,Ready to Move,"1,400 sqft",banashankari,2w
31000.0,100000,Semi Furnished,3 BHK,All,Ready to Move,"1,600 sqft",banashankari,2w
18500.0,180000,Semi Furnished,2 BHK,All,20-Dec-24,650 sqft,banashankari,2w
9000.0,100000,Unfurnished,2 BHK,All,Ready to Move,"1,600 sqft",banashankari,2w
15000.0,100000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
16000.0,160000,Semi Furnished,2 BHK,Family,Ready to Move,700 sqft,banashankari,2w
24000.0,150000,Semi Furnished,2 BHK,All,Ready to Move,900 sqft,banashankari,2w
19100.0,200000,Semi Furnished,2 BHK,Family,Ready to Move,"1,250 sqft",banashankari,2w
17000.0,150000,Unfurnished,2 BHK,Family,01-Jan-25,780 sqft,banashankari,2w
14800.0,120000,Semi Furnished,2 BHK,All,Ready to Move,800 sqft,banashankari,2w
6000.0,60000,Unfurnished,1 BHK,Family,Ready to Move,550 sqft,banashankari,2w
7000.0,65000,Unfurnished,1 BHK,Family,Ready to Move,350 sqft,banashankari,2w
15750.0,150000,Unfurnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
9600.0,50000,Unfurnished,1 BHK,All,Ready to Move,350 sqft,banashankari,2w
24000.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,980 sqft,banashankari,2w
16000.0,100000,Semi Furnished,2 BHK,Family,01-Dec-24,900 sqft,banashankari,2w
9000.0,50000,Semi Furnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
25000.0,250000,Semi Furnished,2 BHK,Family,Ready to Move,"1,100 sqft",banashankari,2w
3500.0,30000,Unfurnished,1 RK,All,Ready to Move,150 sqft,banashankari,2w
18000.0,180000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
7500.0,70000,Unfurnished,1 BHK,All,Ready to Move,430 sqft,banashankari,2w
7000.0,70000,Unfurnished,1 BHK,All,Ready to Move,600 sqft,banashankari,2w
13000.0,50000,Unfurnished,1 BHK,Family,Ready to Move,600 sqft,banashankari,2w
14000.0,75000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
13000.0,150000,Semi Furnished,2 BHK,All,Ready to Move,468 sqft,banashankari,2w
25000.0,220000,Fully Furnished,2 BHK,All,Ready to Move,"1,050 sqft",banashankari,2w
21000.0,42000,Fully Furnished,1 RK,Male,Ready to Move,200 sqft,banashankari,2w
16000.0,100000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,banashankari,2w
25000.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,700 sqft,banashankari,2w
18000.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,750 sqft,banashankari,2w
8000.0,60000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
16500.0,120000,Semi Furnished,2 BHK,All,Ready to Move,900 sqft,banashankari,2w
4000.0,20000,Unfurnished,1 RK,Bachelor,Ready to Move,150 sqft,banashankari,2w
5000.0,30000,Unfurnished,1 RK,All,Ready to Move,150 sqft,banashankari,2w
6000.0,50000,Unfurnished,1 RK,All,Ready to Move,350 sqft,banashankari,2w
10500.0,100000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,banashankari,2w
18300.0,170000,Semi Furnished,2 BHK,All,Ready to Move,950 sqft,banashankari,2w
8500.0,30000,Unfurnished,1 BHK,"Family, Bachelor",01-Dec-24,400 sqft,banashankari,2w
6500.0,50000,Unfurnished,1 RK,All,01-Dec-24,200 sqft,banashankari,2w
12500.0,80000,Semi Furnished,1 BHK,All,01-Dec-24,750 sqft,banashankari,2w
8000.0,50000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
5000.0,30000,Unfurnished,1 RK,Family,Ready to Move,200 sqft,banashankari,2w
15000.0,100000,Fully Furnished,1 BHK,All,Ready to Move,650 sqft,banashankari,2w
6000.0,100000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
10000.0,100000,Unfurnished,2 BHK,All,Ready to Move,550 sqft,banashankari,2w
12000.0,100000,Unfurnished,2 BHK,All,Ready to Move,800 sqft,banashankari,2w
4500.0,30000,Unfurnished,1 RK,Family,01-Jan-25,200 sqft,banashankari,2w
14000.0,140000,Semi Furnished,2 BHK,Company,Ready to Move,750 sqft,banashankari,2w
6500.0,50000,Unfurnished,2 BHK,All,Ready to Move,400 sqft,banashankari,2w
6000.0,60000,Semi Furnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
22000.0,250000,Semi Furnished,3 BHK,Family,23-Jan-25,800 sqft,banashankari,2w
7500.0,50000,Semi Furnished,1 BHK,All,Ready to Move,300 sqft,banashankari,2w
8000.0,50000,Semi Furnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
6000.0,50000,Unfurnished,1 BHK,All,Ready to Move,560 sqft,banashankari,2w
3500.0,30000,Unfurnished,1 RK,Bachelor,10-Dec-24,200 sqft,banashankari,2w
18000.0,100000,Unfurnished,2 BHK,Family,Ready to Move,"1,100 sqft",banashankari,2w
7500.0,50000,Unfurnished,1 BHK,Family,01-Jan-25,500 sqft,banashankari,2w
8000.0,80000,Semi Furnished,1 RK,Bachelor,01-Dec-24,150 sqft,banashankari,2w
7000.0,50000,Unfurnished,1 BHK,Family,15-Jan-25,286 sqft,banashankari,2w
32000.0,200000,Unfurnished,3 BHK,Family,20-Jan-25,"1,250 sqft",banashankari,2w
10000.0,100000,Unfurnished,2 BHK,Family,Ready to Move,600 sqft,banashankari,2w
5500.0,30000,Unfurnished,1 RK,All,Ready to Move,250 sqft,banashankari,2w
11500.0,28000,Semi Furnished,1 RK,Bachelor,Ready to Move,150 sqft,banashankari,2w
5500.0,30000,Semi Furnished,1 RK,Family,30-Nov-24,250 sqft,banashankari,2w
16000.0,200000,Unfurnished,2 BHK,All,Ready to Move,800 sqft,banashankari,2w
15000.0,100000,Unfurnished,2 BHK,All,Ready to Move,600 sqft,banashankari,2w
10000.0,100000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
7500.0,60000,Unfurnished,1 BHK,Family,Ready to Move,350 sqft,banashankari,2w
10500.0,30000,Fully Furnished,1 BHK,Male,Ready to Move,510 sqft,banashankari,2w
7000.0,50000,Semi Furnished,1 BHK,All,10-Dec-24,500 sqft,banashankari,2w
15000.0,200000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
12000.0,100000,Semi Furnished,2 BHK,Family,01-Jan-25,600 sqft,banashankari,2w
18000.0,100000,Semi Furnished,2 BHK,All,Ready to Move,700 sqft,banashankari,2w
15000.0,80000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
15000.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,850 sqft,banashankari,2w
5500.0,50000,Unfurnished,1 BHK,Bachelor,Ready to Move,700 sqft,banashankari,2w
25000.0,200000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
12000.0,120000,Semi Furnished,2 BHK,All,01-Jan-25,600 sqft,banashankari,2w
17000.0,100000,Semi Furnished,2 BHK,Family,30-Nov-24,900 sqft,banashankari,2w
4000.0,20000,Unfurnished,1 RK,All,Ready to Move,200 sqft,banashankari,2w
10000.0,100000,Semi Furnished,1 BHK,Family,15-Jan-25,400 sqft,banashankari,2w
9500.0,100000,Semi Furnished,1 BHK,Family,Ready to Move,550 sqft,banashankari,2w
6500.0,50000,Unfurnished,1 RK,Family,01-Jan-25,250 sqft,banashankari,2w
13000.0,100000,Unfurnished,2 BHK,All,Ready to Move,600 sqft,banashankari,2w
6000.0,60000,Semi Furnished,1 RK,Bachelor,Ready to Move,200 sqft,banashankari,2w
16000.0,100000,Semi Furnished,2 BHK,Family,10-Jan-25,800 sqft,banashankari,2w
16500.0,200000,Semi Furnished,2 BHK,All,Ready to Move,600 sqft,banashankari,2w
14000.0,150000,Semi Furnished,2 BHK,All,Ready to Move,720 sqft,banashankari,2w
10000.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,500 sqft,banashankari,2w
40000.0,150000,Semi Furnished,3 BHK,Family,Ready to Move,"1,500 sqft",banashankari,2w
7500.0,30000,Unfurnished,1 RK,Bachelor,Ready to Move,300 sqft,banashankari,2w
16000.0,100000,Semi Furnished,2 BHK,Family,01-Jan-25,800 sqft,banashankari,2w
8000.0,50000,Unfurnished,1 BHK,Family,Ready to Move,450 sqft,banashankari,2w
43000.0,430000,Semi Furnished,3 BHK,All,Ready to Move,"1,400 sqft",banashankari,2w
5500.0,40000,Unfurnished,1 RK,Bachelor,Ready to Move,250 sqft,banashankari,2w
8000.0,50000,Semi Furnished,1 BHK,Family,15-Jan-25,500 sqft,banashankari,2w
10250.0,100000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
5000.0,30000,Unfurnished,1 RK,All,Ready to Move,300 sqft,banashankari,2w
12000.0,100000,Semi Furnished,1 BHK,All,Ready to Move,675 sqft,banashankari,2w
11000.0,120000,Semi Furnished,2 BHK,Family,01-Jan-25,"1,200 sqft",banashankari,2w
8000.0,75000,Semi Furnished,1 BHK,All,Ready to Move,800 sqft,banashankari,2w
5000.0,50000,Unfurnished,1 RK,All,Ready to Move,300 sqft,banashankari,2w
11000.0,100000,Unfurnished,2 BHK,Family,31-Dec-24,700 sqft,banashankari,2w
12000.0,75000,Unfurnished,2 BHK,Family,30-Nov-24,"1,000 sqft",banashankari,2w
17000.0,150000,Semi Furnished,2 BHK,All,Ready to Move,900 sqft,banashankari,2w
4500.0,30000,Unfurnished,1 RK,All,01-Jan-25,250 sqft,banashankari,2w
7700.0,70000,Semi Furnished,1 BHK,All,30-Nov-24,500 sqft,banashankari,2w
22000.0,220000,Fully Furnished,2 BHK,Family,Ready to Move,900 sqft,banashankari,2w
7500.0,50000,Fully Furnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
6500.0,60000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
7500.0,50000,Semi Furnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
4500.0,30000,Semi Furnished,1 RK,All,01-Jan-25,200 sqft,banashankari,2w
20000.0,200000,Semi Furnished,2 BHK,All,Ready to Move,900 sqft,banashankari,2w
25000.0,100000,Unfurnished,3 BHK,Family,Ready to Move,900 sqft,banashankari,2w
16500.0,165000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
5000.0,25000,Unfurnished,1 RK,All,29-Dec-24,250 sqft,banashankari,2w
3500.0,30000,Unfurnished,1 RK,All,01-Jan-25,250 sqft,banashankari,2w
5500.0,25000,Semi Furnished,1 RK,Bachelor,30-Nov-24,125 sqft,banashankari,2w
13000.0,130000,Semi Furnished,1 BHK,Family,Ready to Move,630 sqft,banashankari,2w
18000.0,250000,Semi Furnished,2 BHK,Family,Ready to Move,700 sqft,banashankari,2w
3900.0,15000,Unfurnished,1 RK,All,14-Jan-25,400 sqft,banashankari,2w
17000.0,160000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
10000.0,100000,Unfurnished,2 BHK,Family,15-Dec-24,850 sqft,banashankari,2w
7000.0,50000,Unfurnished,1 RK,All,10-Dec-24,300 sqft,banashankari,2w
8000.0,60000,Semi Furnished,1 BHK,All,Ready to Move,570 sqft,banashankari,2w
14250.0,140000,Semi Furnished,2 BHK,Family,Ready to Move,700 sqft,banashankari,2w
11000.0,79999,Semi Furnished,2 BHK,Family,30-Dec-24,451 sqft,banashankari,2w
13000.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,600 sqft,banashankari,2w
6500.0,300000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
7000.0,70000,Semi Furnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
12000.0,120000,Unfurnished,2 BHK,All,Ready to Move,700 sqft,banashankari,2w
10000.0,70000,Semi Furnished,2 BHK,All,Ready to Move,"1,200 sqft",banashankari,2w
6000.0,30000,Semi Furnished,1 RK,Bachelor,Ready to Move,300 sqft,banashankari,2w
9000.0,100000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
6500.0,50000,Unfurnished,1 BHK,Family,Ready to Move,350 sqft,banashankari,2w
6500.0,60000,Semi Furnished,1 BHK,All,Ready to Move,450 sqft,banashankari,2w
5000.0,50000,Unfurnished,1 RK,Bachelor,Ready to Move,200 sqft,banashankari,2w
14000.0,100000,Semi Furnished,2 BHK,All,Ready to Move,"1,000 sqft",banashankari,2w
5000.0,50000,Semi Furnished,1 RK,All,Ready to Move,300 sqft,banashankari,2w
7000.0,70000,Unfurnished,1 RK,Family,Ready to Move,300 sqft,banashankari,2w
10000.0,80000,Semi Furnished,1 BHK,All,01-Dec-24,400 sqft,banashankari,2w
14000.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,750 sqft,banashankari,2w
16500.0,165000,Unfurnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,2w
11500.0,40000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
13900.0,100000,Semi Furnished,1 BHK,Family,05-Dec-24,600 sqft,banashankari,2w
3000.0,20000,Unfurnished,1 RK,All,Ready to Move,200 sqft,banashankari,2w
10000.0,100000,Semi Furnished,2 BHK,Family,01-Jan-25,"1,000 sqft",banashankari,2w
4000.0,30000,Unfurnished,1 RK,All,Ready to Move,250 sqft,banashankari,2w
7500.0,750000,Semi Furnished,1 BHK,Family,Ready to Move,550 sqft,banashankari,2w
7500.0,25000,Semi Furnished,1 RK,All,Ready to Move,400 sqft,banashankari,2w
4000.0,30000,Unfurnished,1 RK,Family,Ready to Move,350 sqft,banashankari,2w
15000.0,130000,Semi Furnished,2 BHK,All,Ready to Move,900 sqft,banashankari,2w
12000.0,150000,Unfurnished,2 BHK,All,Ready to Move,800 sqft,banashankari,2w
13000.0,120000,Semi Furnished,2 BHK,All,Ready to Move,800 sqft,banashankari,2w
5500.0,30000,Semi Furnished,1 RK,Bachelor,Ready to Move,300 sqft,banashankari,2w
6000.0,40000,Semi Furnished,1 BHK,Family,Ready to Move,450 sqft,banashankari,2w
14300.0,140000,Unfurnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
10000.0,70000,Unfurnished,1 BHK,Bachelor,30-Dec-24,600 sqft,banashankari,2w
6000.0,50000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,banashankari,2w
10000.0,100000,Semi Furnished,1 BHK,All,01-Dec-24,450 sqft,banashankari,2w
12500.0,80000,Semi Furnished,2 BHK,Family,Ready to Move,650 sqft,banashankari,2w
8500.0,100000,Semi Furnished,1 BHK,Family,Ready to Move,400 sqft,banashankari,2w
16500.0,50000,Semi Furnished,1 RK,Company,Ready to Move,200 sqft,banashankari,2w
6500.0,50000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
15000.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,"1,200 sqft",banashankari,2w
5500.0,40000,Semi Furnished,1 RK,All,Ready to Move,300 sqft,banashankari,2w
10000.0,110000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
5500.0,15000,Unfurnished,1 RK,Bachelor,Ready to Move,200 sqft,banashankari,2w
9000.0,30000,Semi Furnished,1 RK,Bachelor,30-Nov-24,200 sqft,banashankari,2w
5000.0,50000,Unfurnished,1 BHK,Family,01-Dec-24,300 sqft,banashankari,2w
7500.0,50000,Unfurnished,1 BHK,Family,Ready to Move,550 sqft,banashankari,2w
7500.0,60000,Semi Furnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
6000.0,50000,Semi Furnished,1 BHK,All,Ready to Move,370 sqft,banashankari,2w
4500.0,45000,Unfurnished,1 RK,All,Ready to Move,250 sqft,banashankari,2w
7000.0,70000,Semi Furnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
8000.0,50000,Unfurnished,1 BHK,Family,Ready to Move,400 sqft,banashankari,2w
7000.0,50000,Semi Furnished,1 BHK,All,01-Jan-25,400 sqft,banashankari,2w
7500.0,70000,Semi Furnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
9000.0,50000,Unfurnished,2 BHK,Family,Ready to Move,600 sqft,banashankari,2w
4500.0,50000,Unfurnished,1 RK,All,Ready to Move,200 sqft,banashankari,2w
7500.0,60000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
11000.0,150000,Semi Furnished,2 BHK,All,Ready to Move,900 sqft,banashankari,2w
6500.0,50000,Semi Furnished,1 RK,Bachelor,Ready to Move,500 sqft,banashankari,2w
5500.0,50000,Unfurnished,1 BHK,All,01-Jan-25,500 sqft,banashankari,2w
5000.0,20000,Unfurnished,1 RK,Family,Ready to Move,300 sqft,banashankari,2w
7000.0,50000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
6200.0,50000,Unfurnished,1 RK,Company,Ready to Move,350 sqft,banashankari,2w
4500.0,40000,Unfurnished,1 RK,All,Ready to Move,250 sqft,banashankari,2w
6000.0,60000,Unfurnished,1 RK,All,Ready to Move,280 sqft,banashankari,2w
6800.0,60000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,banashankari,2w
13500.0,200000,Unfurnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,2w
7500.0,50000,Semi Furnished,1 BHK,Family,13-Jan-25,400 sqft,banashankari,2w
5500.0,50000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
6100.0,40000,Semi Furnished,1 RK,Bachelor,Ready to Move,250 sqft,banashankari,2w
8000.0,80000,Unfurnished,1 RK,All,Ready to Move,163 sqft,banashankari,2w
7000.0,50000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
9000.0,90000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
9000.0,80000,Semi Furnished,2 BHK,All,Ready to Move,700 sqft,banashankari,2w
9000.0,90000,Semi Furnished,1 BHK,Family,15-Dec-24,500 sqft,banashankari,2w
12000.0,100000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
10000.0,80000,Unfurnished,2 BHK,All,01-Dec-24,"1,000 sqft",banashankari,2w
15000.0,140000,Semi Furnished,2 BHK,All,Ready to Move,800 sqft,banashankari,2w
7500.0,50000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
20000.0,200000,Unfurnished,2 BHK,All,Ready to Move,800 sqft,banashankari,2w
18000.0,180000,Semi Furnished,2 BHK,All,Ready to Move,859 sqft,banashankari,2w
5700.0,50000,Semi Furnished,1 RK,All,Ready to Move,250 sqft,banashankari,2w
17200.0,200000,Unfurnished,3 BHK,Family,Ready to Move,"2,140 sqft",banashankari,2w
7000.0,50000,Unfurnished,1 BHK,Family,02-Dec-24,350 sqft,banashankari,2w
7000.0,45000,Unfurnished,1 BHK,All,01-Jan-25,450 sqft,banashankari,2w
3000.0,25000,Unfurnished,1 RK,Family,Ready to Move,300 sqft,banashankari,2w
15000.0,150000,Unfurnished,2 BHK,Family,Ready to Move,850 sqft,banashankari,2w
7000.0,60000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
7000.0,50000,Semi Furnished,1 BHK,Family,Ready to Move,800 sqft,banashankari,2w
7000.0,50000,Unfurnished,1 BHK,All,Ready to Move,300 sqft,banashankari,2w
4500.0,20000,Unfurnished,1 RK,Family,Ready to Move,150 sqft,banashankari,2w
15000.0,120000,Semi Furnished,2 BHK,Family,Ready to Move,600 sqft,banashankari,2w
14500.0,150000,Unfurnished,2 BHK,Family,Ready to Move,950 sqft,banashankari,2w
7500.0,100000,Semi Furnished,1 BHK,All,01-Dec-24,600 sqft,banashankari,2w
7000.0,80000,Unfurnished,1 BHK,All,20-Jan-25,500 sqft,banashankari,2w
14000.0,140000,Semi Furnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,2w
10500.0,75000,Semi Furnished,2 BHK,All,Ready to Move,"1,200 sqft",banashankari,2w
4000.0,20000,Semi Furnished,1 RK,Family,Ready to Move,400 sqft,banashankari,2w
4500.0,30000,Unfurnished,1 RK,All,Ready to Move,200 sqft,banashankari,2w
15000.0,151000,Semi Furnished,2 BHK,Family,Ready to Move,600 sqft,banashankari,2w
5000.0,30000,Unfurnished,1 RK,Family,10-Dec-24,250 sqft,banashankari,2w
14000.0,100000,Unfurnished,2 BHK,Family,Ready to Move,700 sqft,banashankari,2w
10000.0,110000,Semi Furnished,1 BHK,Family,Ready to Move,750 sqft,banashankari,2w
4200.0,40000,Semi Furnished,1 RK,All,Ready to Move,250 sqft,banashankari,2w
16000.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,900 sqft,banashankari,2w
8500.0,60000,Unfurnished,1 BHK,Family,Ready to Move,400 sqft,banashankari,2w
10000.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,2w
15000.0,100000,Semi Furnished,2 BHK,All,Ready to Move,600 sqft,banashankari,2w
7000.0,50000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
6500.0,50000,Unfurnished,1 BHK,Family,Ready to Move,400 sqft,banashankari,2w
11500.0,100000,Semi Furnished,1 BHK,Family,10-Dec-24,450 sqft,banashankari,2w
23000.0,230000,Semi Furnished,3 BHK,Family,01-Dec-24,"1,200 sqft",banashankari,2w
3500.0,25000,Unfurnished,1 RK,All,Ready to Move,300 sqft,banashankari,2w
3250.0,32000,Unfurnished,1 RK,Bachelor,Ready to Move,200 sqft,banashankari,2w
10001.0,100000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
7500.0,100000,Unfurnished,1 BHK,All,Ready to Move,250 sqft,banashankari,2w
7500.0,70000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
11000.0,100000,Semi Furnished,2 BHK,Family,01-Dec-24,800 sqft,banashankari,2w
18700.0,200000,Semi Furnished,2 BHK,Family,Ready to Move,"1,100 sqft",banashankari,2w
14000.0,140000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
15000.0,100000,Semi Furnished,2 BHK,All,Ready to Move,"1,000 sqft",banashankari,2w
31000.0,200000,Semi Furnished,3 BHK,Family,05-Dec-24,"1,650 sqft",banashankari,2w
23000.0,200000,Semi Furnished,3 BHK,All,15-Jan-25,"1,225 sqft",banashankari,2w
14000.0,100000,Unfurnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
7000.0,50000,Unfurnished,1 BHK,All,01-Dec-24,350 sqft,banashankari,2w
11000.0,110000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,banashankari,2w
9000.0,50000,Semi Furnished,1 BHK,Family,05-Dec-24,400 sqft,banashankari,2w
6000.0,50000,Semi Furnished,1 RK,All,Ready to Move,500 sqft,banashankari,2w
6000.0,50000,Unfurnished,1 BHK,All,Ready to Move,350 sqft,banashankari,2w
6000.0,60000,Semi Furnished,1 RK,All,01-Dec-24,250 sqft,banashankari,2w
8200.0,70000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
6500.0,40000,Unfurnished,1 BHK,Family,Ready to Move,350 sqft,banashankari,2w
3850.0,30000,Semi Furnished,1 RK,"Female, Family",Ready to Move,200 sqft,banashankari,2w
8000.0,80000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,banashankari,2w
8000.0,50000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
4500.0,25000,Unfurnished,1 BHK,Bachelor,Ready to Move,400 sqft,banashankari,2w
4000.0,20000,Unfurnished,1 RK,Family,Ready to Move,200 sqft,banashankari,2w
5500.0,50000,Unfurnished,1 BHK,All,Ready to Move,520 sqft,banashankari,2w
5000.0,50000,Unfurnished,1 BHK,Family,Ready to Move,550 sqft,banashankari,2w
5000.0,60000,Semi Furnished,1 RK,Family,Ready to Move,150 sqft,banashankari,2w
17000.0,170000,Semi Furnished,2 BHK,All,Ready to Move,900 sqft,banashankari,2w
28500.0,100000,Unfurnished,3 BHK,Family,01-Dec-24,"1,435 sqft",banashankari,2w
4000.0,40000,Unfurnished,1 BHK,Family,Ready to Move,300 sqft,banashankari,2w
8000.0,50000,Unfurnished,2 BHK,Family,Ready to Move,300 sqft,banashankari,2w
15000.0,120000,Semi Furnished,2 BHK,Family,Ready to Move,"1,200 sqft",banashankari,2w
75000.0,600000,Fully Furnished,3 BHK,All,Ready to Move,"2,378 sqft",banashankari,2w
80000.0,480000,Fully Furnished,3 BHK,All,26-Dec-24,"2,376 sqft",banashankari,2w
45000.0,200000,Semi Furnished,3 BHK,Family,01-Dec-24,"2,200 sqft",banashankari,2w
4000.0,25000,Unfurnished,1 RK,Bachelor,Ready to Move,250 sqft,banashankari,2w
10000.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,600 sqft,banashankari,2w
11000.0,100000,Semi Furnished,2 BHK,All,Ready to Move,600 sqft,banashankari,2w
13000.0,100000,Semi Furnished,1 BHK,Family,Ready to Move,600 sqft,banashankari,2w
25000.0,250000,Semi Furnished,3 BHK,Family,Ready to Move,"1,700 sqft",banashankari,4w
55000.0,300000,Semi Furnished,3 BHK,Family,01-Dec-24,"3,000 sqft",banashankari,4w
38000.0,300000,Semi Furnished,3 BHK,Family,28-Nov-24,"1,650 sqft",banashankari,4w
40000.0,400000,Semi Furnished,3 BHK,Family,Ready to Move,"1,900 sqft",banashankari,4w
15000.0,150000,Semi Furnished,2 BHK,All,Ready to Move,800 sqft,banashankari,4w
10000.0,100000,Semi Furnished,2 BHK,Family,01-Dec-24,600 sqft,banashankari,4w
24000.0,150000,Semi Furnished,3 BHK,Family,Ready to Move,"1,200 sqft",banashankari,4w
22000.0,150000,Semi Furnished,3 BHK,All,Ready to Move,"1,200 sqft",banashankari,4w
31000.0,300000,Semi Furnished,3 BHK,Family,Ready to Move,"1,250 sqft",banashankari,4w
19000.0,100000,Semi Furnished,2 BHK,Family,15-Dec-24,"1,000 sqft",banashankari,4w
22000.0,200000,Semi Furnished,3 BHK,Family,01-Jan-25,"1,300 sqft",banashankari,4w
34500.0,300000,Semi Furnished,3 BHK,Family,Ready to Move,"1,000 sqft",banashankari,4w
22000.0,150000,Semi Furnished,2 BHK,Family,20-Jan-25,"1,200 sqft",banashankari,4w
10500.0,100000,Semi Furnished,1 BHK,Family,Ready to Move,750 sqft,banashankari,4w
20000.0,180000,Semi Furnished,2 BHK,Family,Ready to Move,700 sqft,banashankari,4w
9000.0,65000,Semi Furnished,1 BHK,"Male, Family",Ready to Move,"1,800 sqft",banashankari,4w
27000.0,260000,Semi Furnished,2 BHK,Family,Ready to Move,"1,500 sqft",banashankari,4w
12000.0,50000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,banashankari,4w
30000.0,300000,Semi Furnished,2 BHK,"Family, Company",Ready to Move,800 sqft,banashankari,4w
